FaultID,Scheduling Policy,MeanRelativeError(%),AverageAbsoluteError,Discrepancy Average activations,Discrepancy Standard Deviation activations,Bit 0 Flip Probability,Bit 1 Flip Probability,Bit 2 Flip Probability,Bit 3 Flip Probability,Bit 4 Flip Probability,Bit 5 Flip Probability,Bit 6 Flip Probability,Bit 7 Flip Probability,Bit 8 Flip Probability,Bit 9 Flip Probability,Bit 10 Flip Probability,Bit 11 Flip Probability,Bit 12 Flip Probability,Bit 13 Flip Probability,Bit 14 Flip Probability,Bit 15 Flip Probability,Entrance,Probability of entrance curroption(%),Mask,Ripetition...
0,TwoLevelRoundRobin,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,GlobalRoundRobin,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Greedy,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,DistributedCTA,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,DistributedBlock,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TwoLevelRoundRobin,4.069869141648531,-1.2488839285714286,-0.001214192708332007,0.00015879512508698568,6.756756756756757,10.56011416339636,8.938048619354,12.46029534062058,12.089674208659401,5.8958864915974525,9.334804668711849,10.340598608341487,4.5261065274755925,2.2496609522924547,2.2433610057544384,2.2372539000588767,2.2313319760856034,0.0,0.0,0.0,"(10, 2)",50.0,0x0,"(10, 6)",50.0,0x0
1,GlobalRoundRobin,3.8099645122987127,-1.1685267857142858,-0.0011360677083338544,0.00012786144279752776,7.042253521126761,6.845352873119939,9.347341084916529,11.652756030458956,10.01405679290359,4.8838999128040035,13.287325330725674,10.579151468861669,5.770198141956098,2.287744883971746,2.280239624759933,2.2729773088684357,2.2659475326175738,0.0,0.0,0.0,"(10, 2)",50.0,0x40,"(10, 6)",50.0,0x0
1,Greedy,4.484871370712392,-1.392578125,-0.0015473090277779988,-1.4794696482134384e-05,11.25,7.2948328267477205,8.378734821956433,10.597764848068449,6.934705958468463,5.717158115455845,10.207183531997545,12.306951466710528,6.616139097011659,3.285745851831527,3.275494773341884,3.265671831784923,3.2562547753465827,0.0,0.0,0.0,"(10, 2)",50.0,0x0,"(10, 6)",50.0,0x0
1,DistributedCTA,4.530125092717064,-1.4453125,-0.001605902777775725,-0.0005732542271283947,8.695652173913043,9.70919324577861,8.564866163049649,6.38503609188684,8.478640658959854,8.435847480065801,9.446911086390951,10.447558038919894,6.2393602698733535,5.186557075927511,5.176539551277052,5.167095506455901,5.158188362878682,0.0,0.0,0.0,"(10, 2)",50.0,0x0,"(10, 6)",50.0,0x0
1,DistributedBlock,4.35700856006941,-1.3671875,-0.0015190972222214327,-0.0002196768148352568,5.769230769230769,2.8910303928836174,6.7528288290270595,9.669955709530214,4.850458158288023,7.772007849807255,8.76291822148797,13.6627447200363,9.791329664268662,7.849100700381025,7.860738757952706,7.871509898341715,7.881474161475192,0.0,0.0,0.0,"(10, 2)",50.0,0x80,"(10, 6)",50.0,0x0
2,TwoLevelRoundRobin,0.2706096222988044,0.08370535714285714,8.138020833570181e-05,2.3005383183782868e-05,14.545454545454545,9.748892171344165,13.783735426645306,12.842817218624429,12.175176543669373,6.485414388811816,3.8176929309370435,1.259458799670632,1.255356574725673,1.2513452180097324,1.2474218313984236,1.2435836423800648,1.239827997153428,0.0,0.0,0.0,"(2, 10)",50.0,0x0,"(2, 14)",50.0,0x0
2,GlobalRoundRobin,0.3187955101919087,0.09598214285714286,9.331597222228538e-05,-6.50775439359208e-06,12.76595744680851,18.5991294024535,12.827689985161411,11.906041656402467,7.032465666985965,2.7348077133230007,2.707602296719794,1.3409554282628726,1.3348524025557553,1.3289124491715987,1.3231291067770148,1.3174962631430003,1.3120081312896876,0.0,0.0,0.0,"(2, 10)",50.0,0x0,"(2, 14)",50.0,0x0
2,Greedy,0.2948438756143095,0.09151785714285714,8.897569444599185e-05,3.082350313832194e-05,19.444444444444443,10.321100917431194,20.45919915061429,9.489955311428284,5.995680128303508,2.9107683604583694,1.4363451684376634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2, 10)",50.0,0x0,"(2, 14)",50.0,0x0
2,DistributedCTA,0.2957052846891567,0.091796875,0.00010199652777842516,3.808065349986123e-05,18.6046511627907,13.058568329718003,18.43681935632246,16.393433131658483,6.897172756942394,1.3442550518678567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2, 10)",50.0,0x0,"(2, 14)",50.0,0x0
2,DistributedBlock,0.25890797079380745,0.0810546875,9.006076388828888e-05,4.169097724426862e-05,18.75,13.852813852813853,20.439347274923854,14.076148362124643,6.656166830637714,2.605032422039415,1.292331802373215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(2, 10)",50.0,0x0,"(2, 14)",50.0,0x0
