Scheduling Policy,ClusterTarget,SMTarget,faultID,X,Y,Golden,GoldenHexa,Faulty, FaultyHexa
DistributedCTA,0,0,9,17,40,30.921875,0x4fbb,26.921875,0x4ebb
DistributedCTA,0,0,9,17,44,26.859375,0x4eb7,23.75,0x4df0
DistributedCTA,0,0,9,17,88,27.671875,0x4eeb,23.46875,0x4dde
DistributedCTA,0,0,9,17,92,30.125,0x4f88,26.0,0x4e80
DistributedCTA,0,0,9,33,40,34.15625,0x5045,30.015625,0x4f81
DistributedCTA,0,0,9,33,44,32.625,0x5014,28.984375,0x4f3f
DistributedCTA,0,0,9,49,56,30.859375,0x4fb7,27.6875,0x4eec
DistributedCTA,0,0,9,49,60,31.1875,0x4fcc,28.625,0x4f28
DistributedCTA,0,0,9,49,104,31.546875,0x4fe3,27.875,0x4ef8
DistributedCTA,0,0,9,49,108,27.703125,0x4eed,24.96875,0x4e3e
DistributedBlock,0,0,9,1,8,29.15625,0x4f4a,24.828125,0x4e35
DistributedBlock,0,0,9,1,12,29.390625,0x4f59,26.34375,0x4e96
DistributedBlock,0,0,9,1,24,33.75,0x5038,29.140625,0x4f49
DistributedBlock,0,0,9,1,28,26.90625,0x4eba,23.90625,0x4dfa
DistributedBlock,0,0,9,17,104,30.984375,0x4fbf,26.59375,0x4ea6
DistributedBlock,0,0,9,17,108,26.765625,0x4eb1,23.96875,0x4dfe
DistributedBlock,0,0,9,33,72,32.875,0x501c,26.859375,0x4eb7
DistributedBlock,0,0,9,33,76,33.8125,0x503a,29.171875,0x4f4b
DistributedBlock,0,0,9,33,88,30.875,0x4fb8,27.0625,0x4ec4
DistributedBlock,0,0,9,33,92,34.21875,0x5047,29.28125,0x4f52
DistributedBlock,0,0,9,49,40,31.203125,0x4fcd,28.03125,0x4f02
DistributedBlock,0,0,9,49,44,30.03125,0x4f82,27.359375,0x4ed7
DistributedBlock,0,0,9,49,56,30.859375,0x4fb7,27.6875,0x4eec
DistributedBlock,0,0,9,49,60,31.1875,0x4fcc,28.625,0x4f28
TwoLevelRoundRobin,0,0,10,9,0,35.1875,0x5066,35.8125,0x507a
TwoLevelRoundRobin,0,0,10,9,4,32.8125,0x501a,33.4375,0x502e
TwoLevelRoundRobin,0,0,10,25,0,35.65625,0x5075,36.40625,0x508d
TwoLevelRoundRobin,0,0,10,25,4,31.3125,0x4fd4,31.921875,0x4ffb
TwoLevelRoundRobin,0,0,10,41,80,30.234375,0x4f8f,30.875,0x4fb8
TwoLevelRoundRobin,0,0,10,41,84,27.265625,0x4ed1,27.671875,0x4eeb
TwoLevelRoundRobin,0,0,10,57,16,31.375,0x4fd8,32.0625,0x5002
TwoLevelRoundRobin,0,0,10,57,20,32.375,0x500c,32.96875,0x501f
TwoLevelRoundRobin,0,0,10,73,48,28.265625,0x4f11,28.78125,0x4f32
TwoLevelRoundRobin,0,0,10,73,52,32.3125,0x500a,32.8125,0x501a
TwoLevelRoundRobin,0,0,10,89,112,31.578125,0x4fe5,32.0625,0x5002
TwoLevelRoundRobin,0,0,10,89,116,32.75,0x5018,33.3125,0x502a
TwoLevelRoundRobin,0,0,10,105,48,27.796875,0x4ef3,28.3125,0x4f14
TwoLevelRoundRobin,0,0,10,105,52,32.40625,0x500d,32.9375,0x501e
GlobalRoundRobin,0,0,10,9,0,35.1875,0x5066,35.8125,0x507a
GlobalRoundRobin,0,0,10,9,4,32.8125,0x501a,33.4375,0x502e
GlobalRoundRobin,0,0,10,25,0,35.65625,0x5075,36.40625,0x508d
GlobalRoundRobin,0,0,10,25,4,31.3125,0x4fd4,31.921875,0x4ffb
GlobalRoundRobin,0,0,10,41,64,32.1875,0x5006,32.5,0x5010
GlobalRoundRobin,0,0,10,41,68,32.40625,0x500d,32.96875,0x501f
GlobalRoundRobin,0,0,10,57,112,31.921875,0x4ffb,32.40625,0x500d
GlobalRoundRobin,0,0,10,57,116,30.875,0x4fb8,31.46875,0x4fde
GlobalRoundRobin,0,0,10,73,48,28.265625,0x4f11,28.78125,0x4f32
GlobalRoundRobin,0,0,10,73,52,32.3125,0x500a,32.8125,0x501a
GlobalRoundRobin,0,0,10,89,96,29.40625,0x4f5a,29.921875,0x4f7b
GlobalRoundRobin,0,0,10,89,100,30.40625,0x4f9a,31.203125,0x4fcd
GlobalRoundRobin,0,0,10,105,0,34.375,0x504c,34.96875,0x505f
GlobalRoundRobin,0,0,10,105,4,30.296875,0x4f93,30.890625,0x4fb9
Greedy,0,0,10,9,0,35.1875,0x5066,35.8125,0x507a
Greedy,0,0,10,9,4,32.8125,0x501a,33.4375,0x502e
Greedy,0,0,10,9,64,32.40625,0x500d,32.8125,0x501a
Greedy,0,0,10,9,68,34.125,0x5044,34.65625,0x5055
Greedy,0,0,10,57,48,27.78125,0x4ef2,28.28125,0x4f12
Greedy,0,0,10,57,52,31.90625,0x4ffa,32.46875,0x500f
Greedy,0,0,10,57,112,31.921875,0x4ffb,32.40625,0x500d
Greedy,0,0,10,57,116,30.875,0x4fb8,31.46875,0x4fde
Greedy,0,0,10,89,48,26.96875,0x4ebe,27.453125,0x4edd
Greedy,0,0,10,89,52,32.0,0x5000,32.59375,0x5013
Greedy,0,0,10,89,112,31.578125,0x4fe5,32.0625,0x5002
Greedy,0,0,10,89,116,32.75,0x5018,33.3125,0x502a
DistributedCTA,0,0,10,9,0,35.1875,0x5066,35.8125,0x507a
DistributedCTA,0,0,10,9,4,32.8125,0x501a,33.4375,0x502e
DistributedCTA,0,0,10,9,64,32.40625,0x500d,32.8125,0x501a
DistributedCTA,0,0,10,9,68,34.125,0x5044,34.65625,0x5055
DistributedCTA,0,0,10,25,32,30.625,0x4fa8,31.25,0x4fd0
DistributedCTA,0,0,10,25,36,31.296875,0x4fd3,31.8125,0x4ff4
DistributedCTA,0,0,10,25,80,32.625,0x5014,33.34375,0x502b
DistributedCTA,0,0,10,25,84,28.734375,0x4f2f,29.296875,0x4f53
DistributedCTA,0,0,10,41,32,30.046875,0x4f83,30.640625,0x4fa9
DistributedCTA,0,0,10,41,36,27.75,0x4ef0,28.15625,0x4f0a
DistributedCTA,0,0,10,41,112,31.53125,0x4fe2,31.953125,0x4ffd
DistributedCTA,0,0,10,41,116,32.09375,0x5003,32.34375,0x500b
DistributedCTA,0,0,10,57,48,27.78125,0x4ef2,28.28125,0x4f12
DistributedCTA,0,0,10,57,52,31.90625,0x4ffa,32.46875,0x500f
DistributedCTA,0,0,10,57,96,29.78125,0x4f72,30.234375,0x4f8f
DistributedCTA,0,0,10,57,100,29.25,0x4f50,29.9375,0x4f7c
DistributedBlock,0,0,10,9,0,35.1875,0x5066,35.8125,0x507a
DistributedBlock,0,0,10,9,4,32.8125,0x501a,33.4375,0x502e
DistributedBlock,0,0,10,9,16,32.71875,0x5017,33.375,0x502c
DistributedBlock,0,0,10,9,20,33.1875,0x5026,33.75,0x5038
DistributedBlock,0,0,10,25,96,30.453125,0x4f9d,30.84375,0x4fb6
DistributedBlock,0,0,10,25,100,31.890625,0x4ff9,32.59375,0x5013
DistributedBlock,0,0,10,25,112,31.53125,0x4fe2,32.125,0x5004
DistributedBlock,0,0,10,25,116,32.09375,0x5003,32.53125,0x5011
DistributedBlock,0,0,10,41,64,32.1875,0x5006,32.5,0x5010
DistributedBlock,0,0,10,41,68,32.40625,0x500d,32.96875,0x501f
DistributedBlock,0,0,10,41,80,30.234375,0x4f8f,30.875,0x4fb8
DistributedBlock,0,0,10,41,84,27.265625,0x4ed1,27.671875,0x4eeb
DistributedBlock,0,0,10,57,32,30.03125,0x4f82,30.796875,0x4fb3
DistributedBlock,0,0,10,57,36,30.9375,0x4fbc,31.453125,0x4fdd
DistributedBlock,0,0,10,57,48,27.78125,0x4ef2,28.28125,0x4f12
DistributedBlock,0,0,10,57,52,31.90625,0x4ffa,32.46875,0x500f
TwoLevelRoundRobin,0,0,11,4,0,36.90625,0x509d,27.65625,0x4eea
TwoLevelRoundRobin,0,0,11,4,4,33.5,0x5030,24.78125,0x4e32
TwoLevelRoundRobin,0,0,11,20,0,39.125,0x50e4,30.09375,0x4f86
TwoLevelRoundRobin,0,0,11,20,4,34.875,0x505c,26.40625,0x4e9a
TwoLevelRoundRobin,0,0,11,36,80,29.796875,0x4f73,25.34375,0x4e56
TwoLevelRoundRobin,0,0,11,36,84,24.75,0x4e30,19.40625,0x4cda
TwoLevelRoundRobin,0,0,11,52,16,29.640625,0x4f69,21.6875,0x4d6c
TwoLevelRoundRobin,0,0,11,52,20,32.625,0x5014,25.6875,0x4e6c
TwoLevelRoundRobin,0,0,11,68,48,27.03125,0x4ec2,23.03125,0x4dc2
TwoLevelRoundRobin,0,0,11,68,52,30.765625,0x4fb1,23.21875,0x4dce
TwoLevelRoundRobin,0,0,11,84,112,29.71875,0x4f6e,22.96875,0x4dbe
TwoLevelRoundRobin,0,0,11,84,116,31.0625,0x4fc4,26.40625,0x4e9a
TwoLevelRoundRobin,0,0,11,100,48,31.265625,0x4fd1,21.90625,0x4d7a
TwoLevelRoundRobin,0,0,11,100,52,34.6875,0x5056,23.875,0x4df8
TwoLevelRoundRobin,0,0,11,116,16,30.109375,0x4f87,22.59375,0x4da6
TwoLevelRoundRobin,0,0,11,116,20,29.671875,0x4f6b,22.125,0x4d88
GlobalRoundRobin,0,0,11,4,0,36.90625,0x509d,27.65625,0x4eea
GlobalRoundRobin,0,0,11,4,4,33.5,0x5030,24.78125,0x4e32
GlobalRoundRobin,0,0,11,20,0,39.125,0x50e4,30.09375,0x4f86
GlobalRoundRobin,0,0,11,20,4,34.875,0x505c,26.40625,0x4e9a
GlobalRoundRobin,0,0,11,36,64,31.421875,0x4fdb,25.90625,0x4e7a
GlobalRoundRobin,0,0,11,36,68,30.234375,0x4f8f,23.625,0x4de8
GlobalRoundRobin,0,0,11,52,112,30.875,0x4fb8,22.875,0x4db8
GlobalRoundRobin,0,0,11,52,116,30.0625,0x4f84,21.5625,0x4d64
GlobalRoundRobin,0,0,11,68,48,27.03125,0x4ec2,23.03125,0x4dc2
GlobalRoundRobin,0,0,11,68,52,30.765625,0x4fb1,23.21875,0x4dce
GlobalRoundRobin,0,0,11,84,96,31.0,0x4fc0,24.25,0x4e10
GlobalRoundRobin,0,0,11,84,100,30.734375,0x4faf,23.15625,0x4dca
GlobalRoundRobin,0,0,11,100,0,34.875,0x505c,26.375,0x4e98
GlobalRoundRobin,0,0,11,100,4,35.53125,0x5071,26.03125,0x4e82
GlobalRoundRobin,0,0,11,116,0,32.46875,0x500f,23.59375,0x4de6
GlobalRoundRobin,0,0,11,116,4,28.671875,0x4f2b,20.4375,0x4d1c
Greedy,0,0,11,4,0,36.90625,0x509d,27.65625,0x4eea
Greedy,0,0,11,4,4,33.5,0x5030,24.78125,0x4e32
Greedy,0,0,11,4,64,32.40625,0x500d,22.71875,0x4dae
Greedy,0,0,11,4,68,33.46875,0x502f,23.6875,0x4dec
Greedy,0,0,11,52,48,28.078125,0x4f05,19.34375,0x4cd6
Greedy,0,0,11,52,52,31.796875,0x4ff3,21.5,0x4d60
Greedy,0,0,11,52,112,30.875,0x4fb8,22.875,0x4db8
Greedy,0,0,11,52,116,30.0625,0x4f84,21.5625,0x4d64
Greedy,0,0,11,84,48,25.71875,0x4e6e,19.625,0x4ce8
Greedy,0,0,11,84,52,28.75,0x4f30,20.375,0x4d18
Greedy,0,0,11,84,112,29.71875,0x4f6e,22.96875,0x4dbe
Greedy,0,0,11,84,116,31.0625,0x4fc4,26.40625,0x4e9a
Greedy,0,0,11,116,48,27.0,0x4ec0,19.5,0x4ce0
Greedy,0,0,11,116,52,30.734375,0x4faf,20.90625,0x4d3a
Greedy,0,0,11,116,112,29.171875,0x4f4b,21.40625,0x4d5a
Greedy,0,0,11,116,116,30.71875,0x4fae,21.15625,0x4d4a
DistributedCTA,0,0,11,4,0,36.90625,0x509d,27.65625,0x4eea
DistributedCTA,0,0,11,4,4,33.5,0x5030,24.78125,0x4e32
DistributedCTA,0,0,11,4,64,32.40625,0x500d,22.71875,0x4dae
DistributedCTA,0,0,11,4,68,33.46875,0x502f,23.6875,0x4dec
DistributedCTA,0,0,11,20,32,35.0625,0x5062,27.625,0x4ee8
DistributedCTA,0,0,11,20,36,34.0625,0x5042,26.9375,0x4ebc
DistributedCTA,0,0,11,20,80,34.84375,0x505b,28.9375,0x4f3c
DistributedCTA,0,0,11,20,84,29.234375,0x4f4f,22.375,0x4d98
DistributedCTA,0,0,11,36,32,27.15625,0x4eca,22.8125,0x4db4
DistributedCTA,0,0,11,36,36,29.984375,0x4f7f,25.34375,0x4e56
DistributedCTA,0,0,11,36,112,32.28125,0x5009,27.09375,0x4ec6
DistributedCTA,0,0,11,36,116,30.890625,0x4fb9,27.46875,0x4ede
DistributedCTA,0,0,11,52,48,28.078125,0x4f05,19.34375,0x4cd6
DistributedCTA,0,0,11,52,52,31.796875,0x4ff3,21.5,0x4d60
DistributedCTA,0,0,11,52,96,31.71875,0x4fee,23.4375,0x4ddc
DistributedCTA,0,0,11,52,100,29.5,0x4f60,21.59375,0x4d66
DistributedBlock,0,0,11,4,0,36.90625,0x509d,27.65625,0x4eea
DistributedBlock,0,0,11,4,4,33.5,0x5030,24.78125,0x4e32
DistributedBlock,0,0,11,4,16,32.5,0x5010,23.59375,0x4de6
DistributedBlock,0,0,11,4,20,33.46875,0x502f,26.78125,0x4eb2
DistributedBlock,0,0,11,20,96,33.53125,0x5031,24.0625,0x4e04
DistributedBlock,0,0,11,20,100,35.75,0x5078,28.34375,0x4f16
DistributedBlock,0,0,11,20,112,35.8125,0x507a,28.15625,0x4f0a
DistributedBlock,0,0,11,20,116,35.75,0x5078,29.09375,0x4f46
DistributedBlock,0,0,11,36,64,31.421875,0x4fdb,25.90625,0x4e7a
DistributedBlock,0,0,11,36,68,30.234375,0x4f8f,23.625,0x4de8
DistributedBlock,0,0,11,36,80,29.796875,0x4f73,25.34375,0x4e56
DistributedBlock,0,0,11,36,84,24.75,0x4e30,19.40625,0x4cda
DistributedBlock,0,0,11,52,32,29.890625,0x4f79,25.03125,0x4e42
DistributedBlock,0,0,11,52,36,30.6875,0x4fac,23.8125,0x4df4
DistributedBlock,0,0,11,52,48,28.078125,0x4f05,19.34375,0x4cd6
DistributedBlock,0,0,11,52,52,31.796875,0x4ff3,21.5,0x4d60
TwoLevelRoundRobin,0,0,12,13,2,28.859375,0x4f37,29.109375,0x4f47
TwoLevelRoundRobin,0,0,12,13,6,26.234375,0x4e8f,26.21875,0x4e8e
TwoLevelRoundRobin,0,0,12,29,2,32.78125,0x5019,33.0,0x5020
TwoLevelRoundRobin,0,0,12,29,6,27.796875,0x4ef3,27.953125,0x4efd
TwoLevelRoundRobin,0,0,12,45,82,31.234375,0x4fcf,31.09375,0x4fc6
TwoLevelRoundRobin,0,0,12,45,86,29.53125,0x4f62,29.515625,0x4f61
TwoLevelRoundRobin,0,0,12,61,18,29.5625,0x4f64,29.640625,0x4f69
TwoLevelRoundRobin,0,0,12,61,22,29.453125,0x4f5d,29.546875,0x4f63
TwoLevelRoundRobin,0,0,12,77,50,33.0,0x5020,32.96875,0x501f
TwoLevelRoundRobin,0,0,12,77,54,35.4375,0x506e,35.5,0x5070
TwoLevelRoundRobin,0,0,12,93,114,30.625,0x4fa8,30.671875,0x4fab
TwoLevelRoundRobin,0,0,12,93,118,29.21875,0x4f4e,29.390625,0x4f59
TwoLevelRoundRobin,0,0,12,109,50,31.859375,0x4ff7,31.984375,0x4fff
TwoLevelRoundRobin,0,0,12,109,54,31.703125,0x4fed,31.859375,0x4ff7
GlobalRoundRobin,0,0,12,13,2,28.859375,0x4f37,29.109375,0x4f47
GlobalRoundRobin,0,0,12,13,6,26.234375,0x4e8f,26.21875,0x4e8e
GlobalRoundRobin,0,0,12,29,2,32.78125,0x5019,33.0,0x5020
GlobalRoundRobin,0,0,12,29,6,27.796875,0x4ef3,27.953125,0x4efd
GlobalRoundRobin,0,0,12,45,66,31.234375,0x4fcf,31.078125,0x4fc5
GlobalRoundRobin,0,0,12,45,70,30.515625,0x4fa1,30.40625,0x4f9a
GlobalRoundRobin,0,0,12,61,118,29.234375,0x4f4f,29.34375,0x4f56
GlobalRoundRobin,0,0,12,77,50,33.0,0x5020,32.96875,0x501f
GlobalRoundRobin,0,0,12,77,54,35.4375,0x506e,35.5,0x5070
GlobalRoundRobin,0,0,12,93,98,30.359375,0x4f97,30.453125,0x4f9d
GlobalRoundRobin,0,0,12,93,102,29.03125,0x4f42,28.8125,0x4f34
GlobalRoundRobin,0,0,12,109,2,32.5,0x5010,32.5625,0x5012
GlobalRoundRobin,0,0,12,109,6,28.96875,0x4f3e,29.125,0x4f48
Greedy,0,0,12,13,2,28.859375,0x4f37,29.109375,0x4f47
Greedy,0,0,12,13,6,26.234375,0x4e8f,26.21875,0x4e8e
Greedy,0,0,12,13,66,26.5625,0x4ea4,26.40625,0x4e9a
Greedy,0,0,12,13,70,30.171875,0x4f8b,30.03125,0x4f82
Greedy,0,0,12,61,50,30.828125,0x4fb5,31.078125,0x4fc5
Greedy,0,0,12,61,54,29.4375,0x4f5c,29.53125,0x4f62
Greedy,0,0,12,61,118,29.234375,0x4f4f,29.34375,0x4f56
Greedy,0,0,12,93,50,30.171875,0x4f8b,30.375,0x4f98
Greedy,0,0,12,93,54,29.109375,0x4f47,29.171875,0x4f4b
Greedy,0,0,12,93,114,30.625,0x4fa8,30.671875,0x4fab
Greedy,0,0,12,93,118,29.21875,0x4f4e,29.390625,0x4f59
DistributedCTA,0,0,12,13,2,28.859375,0x4f37,29.109375,0x4f47
DistributedCTA,0,0,12,13,6,26.234375,0x4e8f,26.21875,0x4e8e
DistributedCTA,0,0,12,13,66,26.5625,0x4ea4,26.40625,0x4e9a
DistributedCTA,0,0,12,13,70,30.171875,0x4f8b,30.03125,0x4f82
DistributedCTA,0,0,12,29,34,34.4375,0x504e,34.59375,0x5053
DistributedCTA,0,0,12,29,38,30.296875,0x4f93,30.28125,0x4f92
DistributedCTA,0,0,12,29,82,33.125,0x5024,33.25,0x5028
DistributedCTA,0,0,12,29,86,28.34375,0x4f16,28.40625,0x4f1a
DistributedCTA,0,0,12,45,34,32.28125,0x5009,32.5,0x5010
DistributedCTA,0,0,12,45,38,29.3125,0x4f54,29.5,0x4f60
DistributedCTA,0,0,12,45,114,31.046875,0x4fc3,31.125,0x4fc8
DistributedCTA,0,0,12,45,118,29.640625,0x4f69,29.703125,0x4f6d
DistributedCTA,0,0,12,61,50,30.828125,0x4fb5,31.078125,0x4fc5
DistributedCTA,0,0,12,61,54,29.4375,0x4f5c,29.53125,0x4f62
DistributedBlock,0,0,12,13,2,28.859375,0x4f37,29.109375,0x4f47
DistributedBlock,0,0,12,13,6,26.234375,0x4e8f,26.21875,0x4e8e
DistributedBlock,0,0,12,13,22,28.6875,0x4f2c,28.734375,0x4f2f
DistributedBlock,0,0,12,29,98,31.15625,0x4fca,31.234375,0x4fcf
DistributedBlock,0,0,12,29,114,32.8125,0x501a,32.96875,0x501f
DistributedBlock,0,0,12,29,118,29.234375,0x4f4f,29.3125,0x4f54
DistributedBlock,0,0,12,45,66,31.234375,0x4fcf,31.078125,0x4fc5
DistributedBlock,0,0,12,45,70,30.515625,0x4fa1,30.40625,0x4f9a
DistributedBlock,0,0,12,45,82,31.234375,0x4fcf,31.09375,0x4fc6
DistributedBlock,0,0,12,45,86,29.53125,0x4f62,29.515625,0x4f61
DistributedBlock,0,0,12,61,34,34.75,0x5058,34.9375,0x505e
DistributedBlock,0,0,12,61,38,29.671875,0x4f6b,29.828125,0x4f75
DistributedBlock,0,0,12,61,50,30.828125,0x4fb5,31.078125,0x4fc5
DistributedBlock,0,0,12,61,54,29.4375,0x4f5c,29.53125,0x4f62
TwoLevelRoundRobin,0,0,13,6,1,30.78125,0x4fb2,33.71875,0x5037
TwoLevelRoundRobin,0,0,13,6,5,28.484375,0x4f1f,31.09375,0x4fc6
TwoLevelRoundRobin,0,0,13,22,1,31.15625,0x4fca,34.1875,0x5046
TwoLevelRoundRobin,0,0,13,22,5,29.265625,0x4f51,29.828125,0x4f75
TwoLevelRoundRobin,0,0,13,38,81,31.28125,0x4fd2,35.53125,0x5071
TwoLevelRoundRobin,0,0,13,38,85,27.984375,0x4eff,33.5625,0x5032
TwoLevelRoundRobin,0,0,13,54,17,28.90625,0x4f3a,32.375,0x500c
TwoLevelRoundRobin,0,0,13,54,21,29.90625,0x4f7a,30.0625,0x4f84
TwoLevelRoundRobin,0,0,13,70,49,33.375,0x502c,33.4375,0x502e
TwoLevelRoundRobin,0,0,13,70,53,26.03125,0x4e82,27.203125,0x4ecd
TwoLevelRoundRobin,0,0,13,86,113,34.8125,0x505a,33.03125,0x5021
TwoLevelRoundRobin,0,0,13,86,117,28.71875,0x4f2e,27.546875,0x4ee3
TwoLevelRoundRobin,0,0,13,102,49,33.46875,0x502f,33.71875,0x5037
TwoLevelRoundRobin,0,0,13,102,53,31.515625,0x4fe1,31.671875,0x4feb
TwoLevelRoundRobin,0,0,13,118,17,31.21875,0x4fce,29.296875,0x4f53
TwoLevelRoundRobin,0,0,13,118,21,27.6875,0x4eec,26.5,0x4ea0
GlobalRoundRobin,0,0,13,6,1,30.78125,0x4fb2,33.71875,0x5037
GlobalRoundRobin,0,0,13,6,5,28.484375,0x4f1f,31.09375,0x4fc6
GlobalRoundRobin,0,0,13,22,1,31.15625,0x4fca,34.1875,0x5046
GlobalRoundRobin,0,0,13,22,5,29.265625,0x4f51,29.828125,0x4f75
GlobalRoundRobin,0,0,13,38,65,32.03125,0x5001,36.4375,0x508e
GlobalRoundRobin,0,0,13,38,69,30.03125,0x4f82,33.78125,0x5039
GlobalRoundRobin,0,0,13,54,113,36.28125,0x5089,36.21875,0x5087
GlobalRoundRobin,0,0,13,54,117,28.125,0x4f08,27.78125,0x4ef2
GlobalRoundRobin,0,0,13,70,49,33.375,0x502c,33.4375,0x502e
GlobalRoundRobin,0,0,13,70,53,26.03125,0x4e82,27.203125,0x4ecd
GlobalRoundRobin,0,0,13,86,97,31.765625,0x4ff1,30.546875,0x4fa3
GlobalRoundRobin,0,0,13,86,101,29.546875,0x4f63,29.46875,0x4f5e
GlobalRoundRobin,0,0,13,102,1,33.40625,0x502d,32.25,0x5008
GlobalRoundRobin,0,0,13,102,5,31.015625,0x4fc1,30.578125,0x4fa5
GlobalRoundRobin,0,0,13,118,1,30.75,0x4fb0,26.3125,0x4e94
GlobalRoundRobin,0,0,13,118,5,27.15625,0x4eca,27.3125,0x4ed4
Greedy,0,0,13,6,1,30.78125,0x4fb2,33.71875,0x5037
Greedy,0,0,13,6,5,28.484375,0x4f1f,31.09375,0x4fc6
Greedy,0,0,13,6,65,29.15625,0x4f4a,34.25,0x5048
Greedy,0,0,13,6,69,26.84375,0x4eb6,31.5,0x4fe0
Greedy,0,0,13,54,49,32.5625,0x5012,34.28125,0x5049
Greedy,0,0,13,54,53,28.171875,0x4f0b,28.609375,0x4f27
Greedy,0,0,13,54,113,36.28125,0x5089,36.21875,0x5087
Greedy,0,0,13,54,117,28.125,0x4f08,27.78125,0x4ef2
Greedy,0,0,13,86,49,30.859375,0x4fb7,29.859375,0x4f77
Greedy,0,0,13,86,53,27.140625,0x4ec9,27.3125,0x4ed4
Greedy,0,0,13,86,113,34.8125,0x505a,33.03125,0x5021
Greedy,0,0,13,86,117,28.71875,0x4f2e,27.546875,0x4ee3
Greedy,0,0,13,118,49,31.515625,0x4fe1,29.84375,0x4f76
Greedy,0,0,13,118,53,27.484375,0x4edf,24.296875,0x4e13
Greedy,0,0,13,118,113,35.4375,0x506e,33.3125,0x502a
Greedy,0,0,13,118,117,28.453125,0x4f1d,27.484375,0x4edf
DistributedCTA,0,0,13,6,1,30.78125,0x4fb2,33.71875,0x5037
DistributedCTA,0,0,13,6,5,28.484375,0x4f1f,31.09375,0x4fc6
DistributedCTA,0,0,13,6,65,29.15625,0x4f4a,34.25,0x5048
DistributedCTA,0,0,13,6,69,26.84375,0x4eb6,31.5,0x4fe0
DistributedCTA,0,0,13,22,33,31.53125,0x4fe2,32.90625,0x501d
DistributedCTA,0,0,13,22,37,28.65625,0x4f2a,30.546875,0x4fa3
DistributedCTA,0,0,13,22,81,32.28125,0x5009,34.53125,0x5051
DistributedCTA,0,0,13,22,85,28.546875,0x4f23,31.453125,0x4fdd
DistributedCTA,0,0,13,38,33,31.609375,0x4fe7,37.5,0x50b0
DistributedCTA,0,0,13,38,37,27.9375,0x4efc,32.78125,0x5019
DistributedCTA,0,0,13,38,113,36.25,0x5088,42.1875,0x5146
DistributedCTA,0,0,13,38,117,28.484375,0x4f1f,34.34375,0x504b
DistributedCTA,0,0,13,54,49,32.5625,0x5012,34.28125,0x5049
DistributedCTA,0,0,13,54,53,28.171875,0x4f0b,28.609375,0x4f27
DistributedCTA,0,0,13,54,97,32.625,0x5014,33.28125,0x5029
DistributedCTA,0,0,13,54,101,32.0625,0x5002,32.59375,0x5013
DistributedBlock,0,0,13,6,1,30.78125,0x4fb2,33.71875,0x5037
DistributedBlock,0,0,13,6,5,28.484375,0x4f1f,31.09375,0x4fc6
DistributedBlock,0,0,13,6,17,29.59375,0x4f66,33.84375,0x503b
DistributedBlock,0,0,13,6,21,27.859375,0x4ef7,31.4375,0x4fdc
DistributedBlock,0,0,13,22,97,32.78125,0x5019,34.625,0x5054
DistributedBlock,0,0,13,22,101,32.375,0x500c,35.59375,0x5073
DistributedBlock,0,0,13,22,113,35.03125,0x5061,36.625,0x5094
DistributedBlock,0,0,13,22,117,30.875,0x4fb8,33.28125,0x5029
DistributedBlock,0,0,13,38,65,32.03125,0x5001,36.4375,0x508e
DistributedBlock,0,0,13,38,69,30.03125,0x4f82,33.78125,0x5039
DistributedBlock,0,0,13,38,81,31.28125,0x4fd2,35.53125,0x5071
DistributedBlock,0,0,13,38,85,27.984375,0x4eff,33.5625,0x5032
DistributedBlock,0,0,13,54,33,31.09375,0x4fc6,31.421875,0x4fdb
DistributedBlock,0,0,13,54,37,28.921875,0x4f3b,31.6875,0x4fec
DistributedBlock,0,0,13,54,49,32.5625,0x5012,34.28125,0x5049
DistributedBlock,0,0,13,54,53,28.171875,0x4f0b,28.609375,0x4f27
TwoLevelRoundRobin,0,0,14,12,10,30.5625,0x4fa4,16.859375,0x4c37
TwoLevelRoundRobin,0,0,14,12,14,33.40625,0x502d,14.9609375,0x4b7b
TwoLevelRoundRobin,0,0,14,28,10,32.84375,0x501b,17.109375,0x4c47
TwoLevelRoundRobin,0,0,14,28,14,33.625,0x5034,15.8125,0x4be8
TwoLevelRoundRobin,0,0,14,44,90,31.828125,0x4ff5,17.109375,0x4c47
TwoLevelRoundRobin,0,0,14,44,94,30.03125,0x4f82,17.46875,0x4c5e
TwoLevelRoundRobin,0,0,14,60,26,28.765625,0x4f31,15.140625,0x4b92
TwoLevelRoundRobin,0,0,14,60,30,27.21875,0x4ece,13.0,0x4a80
TwoLevelRoundRobin,0,0,14,76,58,34.46875,0x504f,13.4296875,0x4ab7
TwoLevelRoundRobin,0,0,14,76,62,32.1875,0x5006,15.109375,0x4b8e
TwoLevelRoundRobin,0,0,14,108,58,30.265625,0x4f91,12.4453125,0x4a39
TwoLevelRoundRobin,0,0,14,108,62,30.4375,0x4f9c,15.3125,0x4ba8
GlobalRoundRobin,0,0,14,12,10,30.5625,0x4fa4,16.859375,0x4c37
GlobalRoundRobin,0,0,14,12,14,33.40625,0x502d,14.9609375,0x4b7b
GlobalRoundRobin,0,0,14,28,10,32.84375,0x501b,17.109375,0x4c47
GlobalRoundRobin,0,0,14,28,14,33.625,0x5034,15.8125,0x4be8
GlobalRoundRobin,0,0,14,44,74,31.28125,0x4fd2,16.703125,0x4c2d
GlobalRoundRobin,0,0,14,44,78,30.6875,0x4fac,16.09375,0x4c06
